ID,Institution,OpenAlexInstitutionID,Country,Type,NormName,Topic
2628,Government of the Northern Territory,https://openalex.org/I4210099692,AU,government,government of the northern territory,Unknown
2629,Forest Products Laboratory,https://openalex.org/I4210126421,US,funder,forest products laboratory,Renewable_Energy_General
2630,East China University of Science and Technology,https://openalex.org/I143593769,CN,funder,east china university of science and technology,Solar_Biomass_Production
2631,Yamagata University,https://openalex.org/I112524849,JP,funder,yamagata university,Renewable_Energy_General
2632,Observatoire des Sciences de l'Univers de la Réunion,https://openalex.org/I4210164187,RE,facility,observatoire des sciences de lunivers de la réunion,Renewable_Energy_General
2633,Eastern Michigan University,https://openalex.org/I138216421,US,funder,eastern michigan university,Wind_Energy_Impacts
2634,National Ilan University,https://openalex.org/I75430998,TW,education,national ilan university,Renewable_Energy_General
2635,Hythe Hospital,https://openalex.org/I4210149542,GB,healthcare,hythe hospital,Wind_Energy_Impacts
2636,Western EcoSystems Technology (United States),https://openalex.org/I4210135369,US,company,western ecosystems technology united states,Wind_Energy_Impacts
2637,First Institute of Oceanography,https://openalex.org/I4210114556,CN,facility,first institute of oceanography,Renewable_Energy_General
2638,Hydro One (Canada),https://openalex.org/I6615443,CA,company,hydro one canada,Renewable_Energy_General
2639,East Carolina University,https://openalex.org/I186335123,US,funder,east carolina university,Renewable_Energy_General
2640,University of Missouri–Kansas City,https://openalex.org/I75421653,US,funder,university of missourikansas city,Renewable_Energy_General
2641,NOAA Environmental Modeling Center,https://openalex.org/I4387930218,,government,noaa environmental modeling center,Renewable_Energy_General
2642,University of Luxembourg,https://openalex.org/I186903577,LU,funder,university of luxembourg,Renewable_Energy_General
2643,Wiltshire College,https://openalex.org/I2800824103,GB,education,wiltshire college,Renewable_Energy_General
2644,Mettler-Toledo (Switzerland),https://openalex.org/I4210134248,CH,funder,mettler-toledo switzerland,Renewable_Energy_General
2645,East Texas A&M University,https://openalex.org/I206651237,US,funder,east texas am university,Renewable_Energy_General
2646,Ecologie Comportementale et Biologie des Populations de Poissons,https://openalex.org/I4387155992,,facility,ecologie comportementale et biologie des populations de poissons,Renewable_Energy_General
2647,University of Ghana,https://openalex.org/I138690464,GH,funder,university of ghana,Renewable_Energy_General
2648,Sandia National Laboratories California,https://openalex.org/I192454743,US,facility,sandia national laboratories california,Solar_Biomass_Production
2649,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://openalex.org/I181369854,DE,funder,friedrich-alexander-universität erlangen-nürnberg,Renewable_Energy_General
2650,Analysis Group (United States),https://openalex.org/I79463011,US,company,analysis group united states,Renewable_Energy_General
2651,Fujian Normal University,https://openalex.org/I111753288,CN,funder,fujian normal university,Renewable_Energy_General
2652,European Centre for Theoretical Studies in Nuclear Physics and Related Areas,https://openalex.org/I4210102606,IT,facility,european centre for theoretical studies in nuclear physics and related areas,Solar_Biomass_Production
2653,Alexandru Ioan Cuza University,https://openalex.org/I138164181,RO,education,alexandru ioan cuza university,Hydropower_Aquatic
2654,Institute of Technology and Life Sciences,https://openalex.org/I4210097356,PL,facility,institute of technology and life sciences,Renewable_Energy_General
2655,Australian Institute of Tropical Health and Medicine,https://openalex.org/I2801053747,AU,facility,australian institute of tropical health and medicine,Renewable_Energy_General
2656,Maastricht University,https://openalex.org/I34352273,NL,funder,maastricht university,Renewable_Energy_General
2657,Wilfrid Laurier University,https://openalex.org/I75381157,CA,funder,wilfrid laurier university,Renewable_Energy_General
2658,Research Institute for Aquaculture No1,https://openalex.org/I4210134375,VN,facility,research institute for aquaculture no1,Renewable_Energy_General
2659,Peace Research Institute Oslo,https://openalex.org/I60419261,NO,other,peace research institute oslo,Unknown
2660,Babu Banarasi Das University,https://openalex.org/I276256525,IN,education,babu banarasi das university,Renewable_Energy_General
2661,Indian Institute of Management Kozhikode,https://openalex.org/I132357854,IN,education,indian institute of management kozhikode,Solar_Biomass_Production
2662,National Center for Ecological Analysis and Synthesis,https://openalex.org/I4210100421,US,nonprofit,national center for ecological analysis and synthesis,Renewable_Energy_General
2663,Ørsted (Denmark),https://openalex.org/I35570632,DK,funder,ørsted denmark,Renewable_Energy_General
2664,Kun Shan University,https://openalex.org/I190409851,TW,education,kun shan university,Renewable_Energy_General
2665,University of Massachusetts Dartmouth,https://openalex.org/I100633361,US,funder,university of massachusetts dartmouth,Renewable_Energy_General
2666,SKF (Sweden),https://openalex.org/I112643650,SE,company,skf sweden,Renewable_Energy_General
2667,University of London,https://openalex.org/I124357947,GB,funder,university of london,Renewable_Energy_General
2668,Laboratoire d'Écophysiologie Moléculaire des Plantes sous Stress Environnementaux,https://openalex.org/I4210131186,FR,facility,laboratoire décophysiologie moléculaire des plantes sous stress environnementaux,Solar_Biomass_Production
2669,Confederated Tribes of Warm Springs,https://openalex.org/I2800227168,US,other,confederated tribes of warm springs,Hydropower_Aquatic
2670,Air Liquide (Germany),https://openalex.org/I4210100521,DE,company,air liquide germany,Solar_Biomass_Production
2671,Natural Philosophy Institute,https://openalex.org/I4210143744,US,other,natural philosophy institute,Unknown
2672,National Wildlife Health Center,https://openalex.org/I4210131920,US,healthcare,national wildlife health center,Solar_Biomass_Production
2673,Natural Resources Defense Council,https://openalex.org/I1312857945,US,nonprofit,natural resources defense council,Wind_Energy_Impacts
2674,National Agricultural Statistics Service,https://openalex.org/I1287640093,US,government,national agricultural statistics service,Unknown
2675,Bush Heritage Australia,https://openalex.org/I1307756421,AU,nonprofit,bush heritage australia,Renewable_Energy_General
2676,Université de Pau et des Pays de l'Adour,https://openalex.org/I144889574,FR,funder,université de pau et des pays de ladour,Wind_Energy_Impacts
2677,Research Institute of Organic Agriculture,https://openalex.org/I79093821,BE,nonprofit,research institute of organic agriculture,Renewable_Energy_General
2678,Higher Technological Institute,https://openalex.org/I160419504,EG,education,higher technological institute,Renewable_Energy_General
2679,Monsanto (United States),https://openalex.org/I1295346377,US,funder,monsanto united states,Renewable_Energy_General
2680,National Institute of Veterinary Research,https://openalex.org/I4210162485,VN,government,national institute of veterinary research,Renewable_Energy_General
2681,University of South Florida St. Petersburg,https://openalex.org/I75821886,US,funder,university of south florida st petersburg,Renewable_Energy_General
2682,Wolters Kluwer (Netherlands),https://openalex.org/I4210130036,NL,company,wolters kluwer netherlands,Renewable_Energy_General
2683,Green Mountain College,https://openalex.org/I116867862,US,education,green mountain college,Renewable_Energy_General
2684,Northern Research Institute,https://openalex.org/I2800853303,NO,nonprofit,northern research institute,Hydropower_Aquatic
2685,University of Bridgeport,https://openalex.org/I154300980,US,education,university of bridgeport,Renewable_Energy_General
2686,Suan Dusit University,https://openalex.org/I4210097440,TH,funder,suan dusit university,Renewable_Energy_General
2687,United Nations Environment Programme,https://openalex.org/I202262619,KE,other,united nations environment programme,Renewable_Energy_General
2688,Sorbonne Université,https://openalex.org/I39804081,FR,funder,sorbonne université,Renewable_Energy_General
2689,Natural History Museum,https://openalex.org/I1336856363,GB,funder,natural history museum,Renewable_Energy_General
2690,Institute of Primate Research,https://openalex.org/I4210107899,KE,facility,institute of primate research,Renewable_Energy_General
2691,Universidade Paulista,https://openalex.org/I4210111188,BR,education,universidade paulista,Renewable_Energy_General
2692,Agricultural & Applied Economics Association,https://openalex.org/I889315371,US,nonprofit,agricultural applied economics association,Renewable_Energy_General
2693,National Yang Ming Chiao Tung University,https://openalex.org/I148366613,TW,funder,national yang ming chiao tung university,Solar_Biomass_Production
2694,Comisión Chilena de Energía Nuclear,https://openalex.org/I4210133321,CL,government,comisión chilena de energía nuclear,Renewable_Energy_General
2695,Universidad de Alcalá,https://openalex.org/I189268942,ES,funder,universidad de alcalá,Renewable_Energy_General
2696,School of Engineering and Architecture of Fribourg,https://openalex.org/I4210095958,CH,education,school of engineering and architecture of fribourg,Renewable_Energy_General
2697,Maison des Sciences sociales et des Humanités - Lyon St-Étienne,https://openalex.org/I4210096419,FR,funder,maison des sciences sociales et des humanités - lyon st-étienne,Unknown
2698,Universitat de Vic - Universitat Central de Catalunya,https://openalex.org/I115304662,ES,education,universitat de vic - universitat central de catalunya,Hydropower_Aquatic
2699,Polytechnic Institute of Porto,https://openalex.org/I83863532,PT,funder,polytechnic institute of porto,Renewable_Energy_General
2700,University of Hassan II Casablanca,https://openalex.org/I99297268,MA,funder,university of hassan ii casablanca,Renewable_Energy_General
2701,Portsmouth College,https://openalex.org/I3129963184,GB,education,portsmouth college,Hydropower_Aquatic
2702,Northern Alberta Institute of Technology,https://openalex.org/I199932263,CA,education,northern alberta institute of technology,Unknown
2703,Sardar Vallabhbhai National Institute of Technology Surat,https://openalex.org/I42014448,IN,education,sardar vallabhbhai national institute of technology surat,Hydropower_Aquatic
