ID,Author,ORCID,OpenAlexAuthorID,NormName,Topic
13091,Pablo del Rı́o,0000-0002-1712-5198,https://openalex.org/A5084423174,pablo del rıo,Renewable_Energy_General
13092,Patrik Rönnbäck,0000-0001-8353-0346,https://openalex.org/A5051744406,patrik rönnbäck,Renewable_Energy_General
13093,Farzad Moradi,,https://openalex.org/A5112040534,farzad moradi,Renewable_Energy_General
13094,Roland Cormier,0000-0002-1186-4766,https://openalex.org/A5079419439,roland cormier,Renewable_Energy_General
13095,Raphael M. Jingura,,https://openalex.org/A5078585253,raphael m jingura,Renewable_Energy_General
13096,Lauren B. Buckley,0000-0003-1315-3818,https://openalex.org/A5044050336,lauren b buckley,Renewable_Energy_General
13097,David M. Farmer,,https://openalex.org/A5110359981,david m farmer,Hydropower_Aquatic
13098,Zekarias Hussein,0000-0003-3962-485X,https://openalex.org/A5075244015,zekarias hussein,Renewable_Energy_General
13099,Robert G. Randall,,https://openalex.org/A5032350170,robert g randall,Renewable_Energy_General
13100,Anna Wallén,,https://openalex.org/A5053808752,anna wallén,Renewable_Energy_General
13101,Monika Rhodes,,https://openalex.org/A5045702037,monika rhodes,Wind_Energy_Impacts
13102,Xiaoke Zhang,0000-0002-5277-2315,https://openalex.org/A5100653624,xiaoke zhang,Renewable_Energy_General
13103,H. W. Hunt,,https://openalex.org/A5072973106,h w hunt,Renewable_Energy_General
13104,Ambuj Sagar,0000-0002-5361-0852,https://openalex.org/A5068913876,ambuj sagar,Renewable_Energy_General
13105,John H. Todd,,https://openalex.org/A5110033581,john h todd,Renewable_Energy_General
13106,M.R. Carter,,https://openalex.org/A5001178785,mr carter,Solar_Biomass_Production
13107,Douglas R. Zemeckis,0000-0003-2857-9723,https://openalex.org/A5077608971,douglas r zemeckis,Renewable_Energy_General
13108,Christian Brandt,0000-0002-7199-3957,https://openalex.org/A5006329781,christian brandt,Renewable_Energy_General
13109,Peter Å migÃ¡Å,,https://openalex.org/A5108507939,peter å migãå,Renewable_Energy_General
13110,Nicolas Bierne,0000-0003-1856-3197,https://openalex.org/A5057275312,nicolas bierne,Hydropower_Aquatic
13111,Cunsheng Zhang,0000-0002-0972-0747,https://openalex.org/A5102894116,cunsheng zhang,Renewable_Energy_General
13112,Katie E. Rollins,0000-0001-9475-9613,https://openalex.org/A5088024505,katie e rollins,Renewable_Energy_General
13113,Paul R. Adler,0000-0002-6787-631X,https://openalex.org/A5039144425,paul r adler,Renewable_Energy_General
13114,Sanjeevi Rajagopal,,https://openalex.org/A5111924269,sanjeevi rajagopal,Hydropower_Aquatic
13115,Ross Kenny,0000-0002-9283-631X,https://openalex.org/A5062531287,ross kenny,Renewable_Energy_General
13116,Éva E. Plagányi,0000-0002-4740-4200,https://openalex.org/A5084425115,éva e plagányi,Renewable_Energy_General
13117,Thomas A. A. Adcock,0000-0001-7556-1193,https://openalex.org/A5068012971,thomas a a adcock,Wind_Energy_Impacts
13118,J. Horn,,https://openalex.org/A5111931137,j horn,Wind_Energy_Impacts
13119,Rita H. Mumm,0000-0001-9339-2290,https://openalex.org/A5060585169,rita h mumm,Solar_Biomass_Production
13120,Clinton N. Jenkins,0000-0003-2198-0637,https://openalex.org/A5087890138,clinton n jenkins,Renewable_Energy_General
13121,Gemma Reguera,0000-0003-4317-7933,https://openalex.org/A5051457536,gemma reguera,Renewable_Energy_General
13122,A. Williams,0000-0002-9841-3203,https://openalex.org/A5101979117,a williams,Renewable_Energy_General
13123,Liping Liu,0000-0003-1009-8868,https://openalex.org/A5100352451,liping liu,Solar_Biomass_Production
13124,Stephen P. Borgatti,0000-0002-5776-5579,https://openalex.org/A5027512257,stephen p borgatti,Renewable_Energy_General
13125,Russell W. Perry,0000-0003-4110-8619,https://openalex.org/A5085416393,russell w perry,Hydropower_Aquatic
13126,Richard K. Broughton,0000-0002-6838-9628,https://openalex.org/A5059924891,richard k broughton,Renewable_Energy_General
13127,David Campbell,0000-0001-6298-2159,https://openalex.org/A5101503071,david campbell,Renewable_Energy_General
13128,Michael Hoffmann,0000-0003-4785-2254,https://openalex.org/A5009997834,michael hoffmann,Renewable_Energy_General
13129,J.W. Reijs,,https://openalex.org/A5109948163,jw reijs,Renewable_Energy_General
13130,Bradley J. Cardinale,0000-0002-5591-6206,https://openalex.org/A5071787091,bradley j cardinale,Renewable_Energy_General
13131,Sabine E. Apitz,,https://openalex.org/A5060620107,sabine e apitz,Renewable_Energy_General
13132,James C. Ascough,,https://openalex.org/A5040292603,james c ascough,Renewable_Energy_General
13133,B. L. Turner,0000-0002-6507-521X,https://openalex.org/A5079892525,b l turner,Renewable_Energy_General
13134,Eva Ring,0000-0002-8962-9811,https://openalex.org/A5000730235,eva ring,Renewable_Energy_General
13135,Vasilis D. Valavanis,0000-0001-6288-6044,https://openalex.org/A5069622019,vasilis d valavanis,Renewable_Energy_General
13136,Francisco Cribari‐Neto,0000-0002-5909-6698,https://openalex.org/A5022676431,francisco cribarineto,Renewable_Energy_General
13137,Birgit Kamm,0000-0002-7878-4971,https://openalex.org/A5011608242,birgit kamm,Renewable_Energy_General
13138,Milton Rokeach,,https://openalex.org/A5068169652,milton rokeach,Wind_Energy_Impacts
13139,John A. Richards,0000-0001-9645-4469,https://openalex.org/A5077129732,john a richards,Solar_Biomass_Production
13140,E. Lorencowicz,0000-0002-4190-0422,https://openalex.org/A5065677419,e lorencowicz,Renewable_Energy_General
13141,Debbie A. Lawlor,0000-0002-6793-2262,https://openalex.org/A5054791973,debbie a lawlor,Wind_Energy_Impacts
13142,Matej David,0000-0003-0650-1730,https://openalex.org/A5071403395,matej david,Renewable_Energy_General
13143,Peter Preisendörfer,0000-0002-9280-4975,https://openalex.org/A5063522162,peter preisendörfer,Renewable_Energy_General
13144,Roland Bobbink,0000-0003-1994-6085,https://openalex.org/A5030034089,roland bobbink,Renewable_Energy_General
13145,Regula Billeter,,https://openalex.org/A5026978984,regula billeter,Renewable_Energy_General
13146,Matthew F. Blair,0000-0001-5699-4444,https://openalex.org/A5024958011,matthew f blair,Renewable_Energy_General
13147,Cibele N Behrens,,https://openalex.org/A5024521694,cibele n behrens,Hydropower_Aquatic
13148,A.H.M. Veeken,0000-0003-4446-8839,https://openalex.org/A5069793397,ahm veeken,Wind_Energy_Impacts
13149,Michelle J. Greenwood,0000-0002-7612-1752,https://openalex.org/A5080371783,michelle j greenwood,Renewable_Energy_General
13150,Vicki J. Hendrick,,https://openalex.org/A5113852681,vicki j hendrick,Renewable_Energy_General
13151,Irina Izaguirre,0000-0001-7360-8103,https://openalex.org/A5060897221,irina izaguirre,Renewable_Energy_General
13152,R.G.M. de Goede,0000-0002-9786-5187,https://openalex.org/A5063014136,rgm de goede,Renewable_Energy_General
13153,Aswath Damodaran,,https://openalex.org/A5008914635,aswath damodaran,Renewable_Energy_General
13154,William F. Haddon,,https://openalex.org/A5028207580,william f haddon,Renewable_Energy_General
13155,JC Kromkamp,,https://openalex.org/A5078874442,jc kromkamp,Renewable_Energy_General
13156,Christopher B. Field,0000-0002-1684-8247,https://openalex.org/A5016455866,christopher b field,Renewable_Energy_General
13157,N Madden,,https://openalex.org/A5089476378,n madden,Renewable_Energy_General
13158,Jiří Beneš,0000-0003-2809-0389,https://openalex.org/A5012027214,jiří beneš,Renewable_Energy_General
13159,Christophe Geuzaine,0000-0001-9970-358X,https://openalex.org/A5037121552,christophe geuzaine,Renewable_Energy_General
13160,Bradley F. Blackwell,0000-0003-4664-8227,https://openalex.org/A5038646353,bradley f blackwell,Unknown
13161,K. T. Weber,0000-0001-8499-5946,https://openalex.org/A5054937974,k t weber,Hydropower_Aquatic
13162,E.D. Frank,0000-0002-2415-7075,https://openalex.org/A5062272305,ed frank,Renewable_Energy_General
13163,Daniel Houle,0000-0002-6338-0384,https://openalex.org/A5083105392,daniel houle,Renewable_Energy_General
13164,Eric C. Brevik,0000-0002-6004-0018,https://openalex.org/A5033769690,eric c brevik,Renewable_Energy_General
13165,Birgitta Svensson,,https://openalex.org/A5110022817,birgitta svensson,Renewable_Energy_General
13166,Thomas Weisse,0000-0001-6103-6558,https://openalex.org/A5081489978,thomas weisse,Renewable_Energy_General
13167,Kwasi Owusu Boadi,,https://openalex.org/A5014212649,kwasi owusu boadi,Renewable_Energy_General
13168,Charlene Rae,0000-0003-4309-4636,https://openalex.org/A5008205091,charlene rae,Renewable_Energy_General
13169,Marcelo Eduardo Dias de Oliveira,0000-0002-6543-4657,https://openalex.org/A5060993581,marcelo eduardo dias de oliveira,Renewable_Energy_General
13170,Yoshiaki Ueda,0000-0002-4304-368X,https://openalex.org/A5077696016,yoshiaki ueda,Hydropower_Aquatic
13171,Mary Ruckelshaus,0000-0001-9492-2708,https://openalex.org/A5008769763,mary ruckelshaus,Renewable_Energy_General
13172,Nidal Mahmoud,0000-0001-6482-6977,https://openalex.org/A5066282816,nidal mahmoud,Renewable_Energy_General
13173,Roger Harbord,0000-0002-2257-8271,https://openalex.org/A5086468766,roger harbord,Renewable_Energy_General
13174,Michael D. Ulyshen,0000-0001-6614-1242,https://openalex.org/A5004392676,michael d ulyshen,Renewable_Energy_General
13175,Holly K. Ober,0000-0003-3780-6297,https://openalex.org/A5070713514,holly k ober,Renewable_Energy_General
13176,H. Ferris,0000-0001-8805-393X,https://openalex.org/A5068676251,h ferris,Renewable_Energy_General
13177,Marco Gronwald,0000-0002-5081-4390,https://openalex.org/A5090525067,marco gronwald,Renewable_Energy_General
13178,Justin J. Meager,0000-0002-3349-1841,https://openalex.org/A5016383002,justin j meager,Wind_Energy_Impacts
13179,Douglas A. Landis,0000-0003-4943-6000,https://openalex.org/A5079418482,douglas a landis,Unknown
13180,S.K. Kang,,https://openalex.org/A5113212875,sk kang,Renewable_Energy_General
13181,Sara Sánchez‐Moreno,0000-0003-4558-0304,https://openalex.org/A5070785537,sara sánchezmoreno,Renewable_Energy_General
13182,Helge Neumann,,https://openalex.org/A5021914363,helge neumann,Land_Use_Bioenergy
13183,Amandine Pastor,0000-0003-4526-7705,https://openalex.org/A5028523392,amandine pastor,Renewable_Energy_General
13184,Robert J. Hijmans,0000-0001-5872-2872,https://openalex.org/A5044124578,robert j hijmans,Renewable_Energy_General
13185,Lissa Goodwin,,https://openalex.org/A5017549896,lissa goodwin,Hydropower_Aquatic
13186,Raffaele Cavalli,0000-0002-2704-7744,https://openalex.org/A5009792108,raffaele cavalli,Renewable_Energy_General
13187,John C. Whitehead,0000-0001-7639-5246,https://openalex.org/A5013207060,john c whitehead,Renewable_Energy_General
13188,Marijana Pećarević,0000-0003-4665-2103,https://openalex.org/A5033710054,marijana pećarević,Renewable_Energy_General
13189,Wolfgang Marquardt,0000-0002-4455-8378,https://openalex.org/A5039101359,wolfgang marquardt,Renewable_Energy_General
13190,Jared L. DeForest,0000-0002-8390-9126,https://openalex.org/A5030916894,jared l deforest,Renewable_Energy_General
13191,Janette Lee,,https://openalex.org/A5037755778,janette lee,Wind_Energy_Impacts
13192,Hanna Kokko,0000-0002-5772-4881,https://openalex.org/A5084784851,hanna kokko,Renewable_Energy_General
13193,Ghislain de Marsily,0000-0001-5197-7573,https://openalex.org/A5072561062,ghislain de marsily,Renewable_Energy_General
13194,Choong-Sung Yi,,https://openalex.org/A5078594942,choong-sung yi,Renewable_Energy_General
13195,Felix Müller,0000-0002-4582-6610,https://openalex.org/A5061374713,felix müller,Renewable_Energy_General
13196,Ricardo Díaz‐Delgado,0000-0002-0460-4616,https://openalex.org/A5042685780,ricardo díazdelgado,Renewable_Energy_General
13197,Brett T. McClintock,0000-0001-6154-4376,https://openalex.org/A5012128426,brett t mcclintock,Wind_Energy_Impacts
13198,T. Staffan Lundström,0000-0002-1033-0244,https://openalex.org/A5017708470,t staffan lundström,Hydropower_Aquatic
13199,Syuhei Ban,0000-0002-7168-5583,https://openalex.org/A5014642510,syuhei ban,Renewable_Energy_General
13200,ML Warden,,https://openalex.org/A5112310101,ml warden,Renewable_Energy_General
13201,Yan Liao,,https://openalex.org/A5110165756,yan liao,Renewable_Energy_General
13202,John B. Loomis,,https://openalex.org/A5000403935,john b loomis,Renewable_Energy_General
13203,Ciarán J. Kelly,,https://openalex.org/A5110310584,ciarán j kelly,Wind_Energy_Impacts
13204,Bradley W. Compton,0009-0002-2375-8116,https://openalex.org/A5051180121,bradley w compton,Renewable_Energy_General
13205,Dengsheng Lu,0000-0003-4767-5710,https://openalex.org/A5015848806,dengsheng lu,Renewable_Energy_General
13206,Ann P. Kinzig,0000-0001-7265-0289,https://openalex.org/A5053948203,ann p kinzig,Renewable_Energy_General
13207,Ivan Nagelkerken,0000-0003-4499-3940,https://openalex.org/A5037665177,ivan nagelkerken,Renewable_Energy_General
13208,James C. Orr,0000-0002-8707-7080,https://openalex.org/A5001036805,james c orr,Renewable_Energy_General
13209,Songhao Shang,0000-0002-2971-2621,https://openalex.org/A5047683711,songhao shang,Renewable_Energy_General
13210,Þorvaldur Gylfason,0000-0001-7876-8130,https://openalex.org/A5090534194,þorvaldur gylfason,Renewable_Energy_General
13211,Åke Nordberg,0000-0002-1662-9730,https://openalex.org/A5086900735,åke nordberg,Renewable_Energy_General
13212,H.A. Videla,,https://openalex.org/A5110073655,ha videla,Renewable_Energy_General
13213,Masami Kojima,0000-0001-7769-9604,https://openalex.org/A5015579683,masami kojima,Solar_Biomass_Production
13214,W. A. P. Black,,https://openalex.org/A5109881947,w a p black,Renewable_Energy_General
13215,Taylor H. Ricketts,0000-0001-9688-7977,https://openalex.org/A5009887999,taylor h ricketts,Renewable_Energy_General
13216,Steven K. Rose,0000-0003-0682-8565,https://openalex.org/A5034105218,steven k rose,Renewable_Energy_General
13217,Theunis Piersma,0000-0001-9668-466X,https://openalex.org/A5033978446,theunis piersma,Wind_Energy_Impacts
13218,Bernard Vanlauwe,0000-0001-6016-6027,https://openalex.org/A5032815056,bernard vanlauwe,Renewable_Energy_General
13219,Jeffrey Parrish,,https://openalex.org/A5041873799,jeffrey parrish,Renewable_Energy_General
13220,Wendy Foden,0000-0002-8839-8740,https://openalex.org/A5034759419,wendy foden,Renewable_Energy_General
13221,James K. Agee,,https://openalex.org/A5046416223,james k agee,Renewable_Energy_General
13222,Jérôme Chave,0000-0002-7766-1347,https://openalex.org/A5052324110,jérôme chave,Renewable_Energy_General
13223,Véronique Lesage,0000-0002-9653-2882,https://openalex.org/A5053363468,véronique lesage,Hydropower_Aquatic
13224,Arka Pandit,0000-0003-0317-1027,https://openalex.org/A5081341389,arka pandit,Renewable_Energy_General
13225,Edward J. Rykiel,,https://openalex.org/A5110006653,edward j rykiel,Renewable_Energy_General
13226,Edward Byers,0000-0003-0349-5742,https://openalex.org/A5063071189,edward byers,Solar_Biomass_Production
13227,N. Booij,,https://openalex.org/A5008352588,n booij,Renewable_Energy_General
13228,Sven Gunnar Lunneryd,,https://openalex.org/A5109264770,sven gunnar lunneryd,Wind_Energy_Impacts
13229,Sacit Köse,,https://openalex.org/A5028254847,sacit köse,Renewable_Energy_General
13230,Joseph Kane,,https://openalex.org/A5112362428,joseph kane,Wind_Energy_Impacts
13231,A. Blair Irvine,,https://openalex.org/A5108195023,a blair irvine,Renewable_Energy_General
13232,Miguel Ángel Farfán,0000-0002-4617-6517,https://openalex.org/A5058565917,miguel ángel farfán,Renewable_Energy_General
13233,J. D. Albertson,0009-0004-5406-7654,https://openalex.org/A5051712610,j d albertson,Renewable_Energy_General
13234,T.G. Chuah,,https://openalex.org/A5107841236,tg chuah,Renewable_Energy_General
13235,Anne Knol,,https://openalex.org/A5064477772,anne knol,Hydropower_Aquatic
13236,Zygmunt Bauman,,https://openalex.org/A5013259682,zygmunt bauman,Renewable_Energy_General
13237,Bruce S. Dien,0000-0003-3863-6664,https://openalex.org/A5002311653,bruce s dien,Renewable_Energy_General
13238,Andrew J. Brooks,0000-0003-2866-3773,https://openalex.org/A5022938947,andrew j brooks,Renewable_Energy_General
13239,Begoña Guezuraga,,https://openalex.org/A5012062562,begoña guezuraga,Solar_Biomass_Production
13240,Fabio Balotari‐Chiebao,0000-0001-5937-9981,https://openalex.org/A5012057672,fabio balotarichiebao,Renewable_Energy_General
13241,Alannah E. Rafferty,0000-0001-7391-3378,https://openalex.org/A5007756202,alannah e rafferty,Renewable_Energy_General
13242,Ronald van Kempen,,https://openalex.org/A5081084067,ronald van kempen,Renewable_Energy_General
13243,Michael A. McCarthy,0000-0003-1039-7980,https://openalex.org/A5025024507,michael a mccarthy,Renewable_Energy_General
13244,Ruth M. O’Riordan,,https://openalex.org/A5045162849,ruth m oriordan,Wind_Energy_Impacts
13245,Judy Shamoun‐Baranes,0000-0002-1652-7646,https://openalex.org/A5029563634,judy shamounbaranes,Wind_Energy_Impacts
13246,Ib Svane,,https://openalex.org/A5041483631,ib svane,Renewable_Energy_General
13247,Sterze Jana,,https://openalex.org/A5109219881,sterze jana,Renewable_Energy_General
13248,Con J. Doolan,0000-0002-1261-6035,https://openalex.org/A5017021978,con j doolan,Renewable_Energy_General
13249,Theodore J. Weller,0000-0002-2914-5225,https://openalex.org/A5091493350,theodore j weller,Renewable_Energy_General
13250,Jochen Markard,0000-0002-6470-7211,https://openalex.org/A5083574648,jochen markard,Renewable_Energy_General
